date_start,date_end,name,ages,location,id,desc,detail_url,total_open,age_max_year,age_max_month,age_max_week,age_min_year,age_description,days_of_week,time_range_landing_page,date_range_start,date_range_end,date_range,number,time_range
2024-07-02,2024-07-05,Camp d'Ottawa aventure,At least 7 but less than 13,Metcalfe Cmty Centre,78073,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/78073,24,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,83480,8:00 AM - 5:00 PM
2024-07-08,2024-07-12,Camp d'Ottawa aventure,At least 7 but less than 13,Metcalfe Cmty Centre,78077,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/78077,24,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,83484,8:00 AM - 5:00 PM
2024-07-15,2024-07-19,Camp d'Ottawa aventure,At least 7 but less than 13,Metcalfe Cmty Centre,78078,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/78078,24,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,83485,8:00 AM - 5:00 PM
2024-07-22,2024-07-26,Camp d'Ottawa aventure,At least 7 but less than 13,Metcalfe Cmty Centre,78080,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/78080,24,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,83487,8:00 AM - 5:00 PM
2024-07-29,2024-08-02,Camp d'Ottawa aventure,At least 7 but less than 13,Metcalfe Cmty Centre,78081,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/78081,24,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,83488,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Camp d'Ottawa aventure,At least 7 but less than 13,Metcalfe Cmty Centre,78082,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/78082,24,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,83489,8:00 AM - 5:00 PM
2024-08-06,2024-08-09,Camp d'Ottawa aventure,At least 7 but less than 13,Metcalfe Cmty Centre,78087,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/78087,24,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,83494,8:00 AM - 5:00 PM
2024-08-19,2024-08-23,Camp d'Ottawa aventure,At least 7 but less than 13,Metcalfe Cmty Centre,78085,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/78085,24,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,83492,8:00 AM - 5:00 PM
2024-07-02,2024-07-05,Camp d'Ottawa aventure,At least 6 but less than 13,Routhier Cmty Centre,84807,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/84807,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,90214,8:00 AM - 5:00 PM
2024-08-06,2024-08-09,Camp d'Ottawa aventure,At least 6 but less than 13,Routhier Cmty Centre,84840,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/84840,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,90247,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Camp d'Ottawa aventure,At least 6 but less than 13,Routhier Cmty Centre,84841,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/84841,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,90248,8:00 AM - 5:00 PM
2024-08-19,2024-08-23,Camp d'Ottawa aventure,At least 6 but less than 13,Routhier Cmty Centre,84842,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/84842,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,90249,8:00 AM - 5:00 PM
2024-07-08,2024-07-12,Camp d'Ottawa aventure,At least 6 but less than 13,Routhier Cmty Centre,84832,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/84832,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,90239,8:00 AM - 5:00 PM
2024-07-15,2024-07-19,Camp d'Ottawa aventure,At least 6 but less than 13,Routhier Cmty Centre,84834,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/84834,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,90241,8:00 AM - 5:00 PM
2024-07-22,2024-07-26,Camp d'Ottawa aventure,At least 6 but less than 13,Routhier Cmty Centre,84835,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/84835,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,90242,8:00 AM - 5:00 PM
2024-07-29,2024-08-02,Camp d'Ottawa aventure,At least 6 but less than 13,Routhier Cmty Centre,84837,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, des activités spéciales et, bien entendu, une sortie amusante! (La sortie pourrait comprendre une séance de baignade).",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure/84837,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,90244,8:00 AM - 5:00 PM
2024-07-02,2024-07-05,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Sandy Hill Cmty Centre,81585,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/81585,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,86992,8:00 AM - 5:00 PM
2024-07-08,2024-07-12,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Sandy Hill Cmty Centre,81588,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/81588,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,86995,8:00 AM - 5:00 PM
2024-07-15,2024-07-19,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Sandy Hill Cmty Centre,81591,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/81591,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,86998,8:00 AM - 5:00 PM
2024-07-22,2024-07-26,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Sandy Hill Cmty Centre,81592,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/81592,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,86999,8:00 AM - 5:00 PM
2024-07-29,2024-08-02,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Sandy Hill Cmty Centre,81611,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/81611,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,87018,8:00 AM - 5:00 PM
2024-08-06,2024-08-09,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Sandy Hill Cmty Centre,81613,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/81613,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,87020,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Sandy Hill Cmty Centre,81614,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/81614,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,87021,8:00 AM - 5:00 PM
2024-08-19,2024-08-23,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Sandy Hill Cmty Centre,81615,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/81615,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,87022,8:00 AM - 5:00 PM
2024-07-02,2024-07-05,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79735,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79735,30,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,85142,8:00 AM - 5:00 PM
2024-07-08,2024-07-12,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79739,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79739,30,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,85146,8:00 AM - 5:00 PM
2024-07-15,2024-07-19,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79740,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79740,30,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,85147,8:00 AM - 5:00 PM
2024-08-06,2024-08-09,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79737,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79737,30,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,85144,8:00 AM - 5:00 PM
2024-07-22,2024-07-26,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79745,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79745,30,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,85152,8:00 AM - 5:00 PM
2024-07-29,2024-08-02,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79747,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79747,30,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,85154,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79748,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79748,30,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,85155,8:00 AM - 5:00 PM
2024-08-19,2024-08-23,Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79750,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79750,30,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,85157,8:00 AM - 5:00 PM
2024-07-08,2024-07-12,Camp d'Ottawa aventure et baignade,At least 7 but less than 13,Bob MacQuarrie Rec Cplx - Orléans,81756,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/81756,30,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,87163,8:00 AM - 5:00 PM
2024-07-15,2024-07-19,Camp d'Ottawa aventure et baignade,At least 7 but less than 13,Bob MacQuarrie Rec Cplx - Orléans,81757,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/81757,30,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,87164,8:00 AM - 5:00 PM
2024-08-06,2024-08-09,Camp d'Ottawa aventure et baignade,At least 7 but less than 13,Bob MacQuarrie Rec Cplx - Orléans,81760,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/81760,30,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,87167,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Camp d'Ottawa aventure et baignade,At least 7 but less than 13,Bob MacQuarrie Rec Cplx - Orléans,81761,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/81761,30,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,87168,8:00 AM - 5:00 PM
2024-07-08,2024-07-12,Camp d'Ottawa aventure et baignade - thème: Les sciences,At least 6 but less than 13,Ray Friel Rec Cplx,71178,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade---th-me-les-sciences/71178,32,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,76585,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Camp d'Ottawa aventure et baignade - thème: Monde de Disney,At least 6 but less than 13,Ray Friel Rec Cplx,71302,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade---th-me-monde-de-disney/71302,32,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,76709,8:00 AM - 5:00 PM
2024-07-29,2024-08-02,Camp d'Ottawa aventure et baignade - thème: Olympiques,At least 6 but less than 13,Ray Friel Rec Cplx,71215,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade---th-me-olympiques/71215,32,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,76622,8:00 AM - 5:00 PM
2024-08-19,2024-08-23,Camp d'Ottawa aventure et baignade - thème: Safari,At least 6 but less than 13,Ray Friel Rec Cplx,71378,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade---th-me-safari/71378,32,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,76785,8:00 AM - 5:00 PM
2024-07-02,2024-07-05,Camp d'Ottawa aventure et baignade - thème: Transportation,At least 6 but less than 13,Ray Friel Rec Cplx,71162,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade---th-me-transportation/71162,32,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,76569,8:00 AM - 5:00 PM
2024-07-22,2024-07-26,Camp d'Ottawa aventure et baignade - thème: Un monde d'eau,At least 6 but less than 13,Ray Friel Rec Cplx,71194,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade---th-me-un-monde-d-eau/71194,32,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,76601,8:00 AM - 5:00 PM
